ID Comentario,Nome do usuário,Mensagem,Ándre,Vinícius
1009026819197921_266009300498979,Luan Souza,"Aó vejo votos pra Bolsonaro aqui e coincidência e quem tá  ganhando é o favorito PTista???
 cambada de Safados",,4
1009026819197921_1833393333615323,Castelo Do Vale,Porque não está  aparecendo os votos do Bolsonaro? Só vejo carinha vermelha rsrs,,4
1009026819197921_224599268009952,Piraika Duq,Faço campanha gratis pro bolsonaro......,,4
1009026819197921_1764720523553323,Albino Junio Bolis Hugo,Eu ainda acho que as curtida e amei são de pessoas que não leram direito e queriam votar no bolsonaro tbm,,5
1009026819197921_1047420962070835,Alderi Jose Flach,"Jair Messias Bolsonaro sem dúvida, por mais políticos sem escândalo de corrupção!",,1
1009026819197921_329341150793914,Simone Blos,hahahaha! Apagaram o resultado. Será que era porque o Bolsonaro estava disparado na frente?,,4
1009026819197921_1590819340947122,Jarbas Lemos,BOLSONARO - PRESIDENTE DO BRASIL,,1
1009026819197921_247039592389727,Cleilton Araújo,"Bolsonaro neles, PT escória política igual ao PMDB e PSDB, tudo lixo.",,1
1009026819197921_256347291444273,Alex Fiamoncini,Bolsonaro 2818 e na Câmara tbm!!!!,,1
1009026819197921_224397937968439,Carlos Alves,Bolsonaro. E se chorar é Bolsomito,,1
1009026819197921_759139657585440,Rodrigo A. Rodrigues,"MITO sempre MITO..., até nessa página fedorenta a mortadela podre! #BolsonaroPresidente2018",,1
1009026819197921_137987490046029,Sergio Chavinhas,"90 por centos, dos deputados são coruptos, por isto q Jair Bolsonaro presidente. Teve 4 votos. Bota o povo para votar?",,4
1009026819197921_256341964778139,Pedro Henrike,Pernambuco é bolsonaro,,1
1009026819197921_1389407454443635,Amanda Defavari,"Na boa hoje estou pensando em economia, em deixar um país melhor para minha filha, na tentativa de um menos pior, sou #Bolsonaro",,1
1009026819197921_1576004055757913,Gilberto Emilio Nogueira,"Somente uma pessoa analfabeta polícia, para votar em Fascinora como o Bolsonaro..... xô satanás.",,2
1009026819197921_409035526104983,Elison Saymon Figueredo,Os caras estao roubando ate os fotos do Bolsonaro.  Olha o tando de emotion a favor do bolsonaro,,4
1009026819197921_1576085692416416,Francisco Coutinho,BOLSONARO SEMPRE. O ÚNICO POLÍTICO VERDADEIRAMENTE DE DIREITA A ESSA CORJA SAFADA.,,1
1009026819197921_673895956145619,Daniel Tristão,"A favor da vida, da família e dos valores cristãos. Bolsonaro 2018!!!",,1
1009026819197921_1196734940375306,Filipe Silva,"BOLSONARO 2018, quero meu lugar dentro dá sala de aula, respeito aos professores",,1
1009026819197921_428362180831441,Hugo Ferreira,"Votação ae tá errada!!  Até on line querem roubar, já vi milhões carinhas zangados e o Bolsonaro não sai do um!!",,4
1009026819197921_1759983544319071,Christina Santos,"Bolsonaro não ganha não. Tem bandido demais la dentro, vão sufocar ele. Mas a esperança é a última que morre
#Bolsonaro",,3
1009026819197921_233830800360067,Felipe Anna Flávia,"Daqui a pouco o Jason vai ser amigo do Bolsonaro! Gente hipócrita! Vão estudar, cambada de ........!",,6
1009026819197921_1893919587511800,Tatyana Rezende,"Como s eles q votam , infelizmente n votarao em quem e contra corrupcao tipo bolsonaro! Bandido quer bandido no poder",,4
1009026819197921_233828687026816,Joao Victor,"Eles compre colocam essa foto do Bolsonaro pra tentar desmoralizar. Mas, parece que não tem dado muito certo...",,4
1009026819197921_1538572839490883,Francisco Xavier,Bolsonaro vai banir o socialismo do Brasil,,1
1009026819197921_1047395358740062,Bernadeth Ribeiro Costa,"Só uma pessoa desequilibrada mentalmente seria capaz de escolher uma peste tipo bolsonaro, esse homem é um mensageiro de capeta",,2
1009026819197921_966018346833127,Flavio Amorim de Melo,"Se bolsonaro é facista, também sou um facista, mais irá libertar o brasil desses comunistas......",,1
1009026819197921_224572648012614,Paulo Ricardo Cotrim,Pt lixo tenta denegrir a imagem do Bolsonaro mas não tá adiantando não vcs não enganam mais a gente não seus lixos,,1
1009026819197921_168333986989898,Yago Novaes Pinto,Página do pt e o Bolsonaro tá ganhando,,1
1009026819197921_210799499389707,Mateus Abdalah,mito Bolsonaro sempre,,1
1009026819197921_247691975687729,Helen Silva Veloso,O único honesto nessa bagaça! #Bolsonaro2018,,1
1009026819197921_1811987142373317,Emilly Carneiro,1 2 3 4 5000 queremos Bolsonaro presidente do Brasil,,1
1009026819197921_1122799951152722,Bruno Rezende,De dar pena ver gente defendendo PT e atacando Bolsonaro sem fundamento,,4
1009026819197921_1389371527780561,Amália Angeli,"Morte ao Foro de São Paulo.
Basta de Gramcsi.
Basta de George Soros.
Bolsonaro, Deus é Pai.",,4
1009026819197921_577882895742733,Bruno Rezende,Diego Borges leu isso onde? Bolsonaro não tá na quadrilha do PT nem na lava jato!,,4
1009026819197921_205702893231271,Jaziel Mascarenhas,Bolsonaro 7 x 1 PT,,6
1009026819197921_1435816553129331,Aline Campos,"Parem de tirar os votos do Bolsonaro seus canalhas, da pra entrar nas curtidas ali e ver que ele é o mais votado!!",,4
1009026819197921_805077639633023,Carlos Silveira,"Bolsonaro, o terror dos comunistas.",,6
1009026819197921_247039105723109,Kaio Santana,Que vergonha a esquerda deve estar perdendo uma votação na sua própria página # BOLSONARO2018,,1
1009026819197921_327546064306171,Jonas Ferreira,"Agora que tirei o print, vcs já podem parar de passar vergonha.
#BolsonaroPresidente2018
E se reclamar vai ser da Câmara também.",,1
1009026819197921_1845719729019411,Diogo Marchetti,Bolsonaro e família tudo nas prefeitura enriquecendo as custas dos trocha que aplaudem ele.,,2
1009026819197921_1009039719196631,Lenice Davi,"Já que a Erundina não compactua com o PT,que venha Bolsonaro que é pra acaba de vez com a moral dessa casa",,1
1009026819197921_394672140886011,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,,1
1009026819197921_1933477580208407,Sergio Pereira,na câmara sem rodeios bolsonaro presidente pra por ordem no galinheiro,,1
1009026819197921_1628903290752530,Alison Spredemann Schwatz,"Bolsonaro é o melhor,o fodão,o super mito q vai mudar nosso país pra melhor",,1
1009026819197921_250249458734160,Tais Marques Dos Santos,"O único que confio pela obrigado,  Bolsonaro!!!",,1
1009026819197921_261094307661103,Matheus Gallo,VAMOS PASSAR HEIN HAHAHAHA #BOLSONARO,,1
1009026819197921_1255859251175409,Sônia Regina Alves da Silva,Jáir Bolsonaro este fala a verdade é segue os direito da justiça a favor do povo brasileiro e voto nele,,1
1009026819197921_1356974804323039,Mirelle Greve,Se não for pra votar no Bolsonaro eu nem voto!! ❤️,,1
1009026819197921_1849887658567708,Gustavo Rodriguês,Só vejo comentário de Bolsonaro mais os números dele não sobe,,4
1009026819197921_671114926410628,Rafael Viveiros,Bolsonaro não ganhou pra camara porque o lugar dele é na presidência @_@,,1
1009026819197921_1874177829518085,Natan Martins,#BolsonaroPresidente,,1
1009026819197921_224539718015907,Ásley Luan,"Bolsonaro, pra câmera agora e em 2018 presidente do Brasil",,1
1009026819197921_249364142180173,Henrique Lacerda,Carlos Nantes olha isso. O povo quer bolsonaro 2018! 31.200 votos a favor. 😂😂,,1
1009026819197921_733293720156468,Alex Fiamoncini,Erundina.... E a múmia ainda vive.... BOLSONAROOOOOO,,4
1009026819197921_261094620994405,Luiz Henrique Moro,A pagina é de esquerda o mesmo assim o bolsonaro ganha auhsuashuashuh #ordemeprogresso,,1
1009026819197921_1291635474232074,Bruno Regis Oliveira,BOLSONARO ME REPRESENTA,,1
1009026819197921_1767196730268371,Hugo Serelo,"Agora ou mais pra frente, Bolsonaro presidente.",,1
1009026819197921_1325284430865656,Marciel J Silva,Única esperança é Bolsonaro,,1
1009026819197921_1245742648853453,Maria Vitória Alves,"#Bolsonaro2018
O cara tá ganhando até na página do PT <3",,1
1009026819197921_1590833904278999,Apolo Maycon,"1,2,3,4, 5.000 
Queremos Bolsonaro presidente do BRASIL",,1
1009026819197921_144323889408925,Emille Caldas,Bolsonaro que n seria. Incapaz de apoiar uma pessoa preconceituosa. E em ngm dessa lista.,,2
1009026819197921_139207986589841,Jorge Alexandre Macedo,"Olha a foto q colocaram no Bolsonaro, e muita perseguição, mas ele tem o apoio da população, não adianta perseguiram!!!",,4
1009026819197921_1047486895397575,Renan Paes,Mas ta uma delicia isso aqui! Hauahaua #SomosTodosBolsonaro,,1
1009026819197921_569332659941010,Niebson Souza,Bolsonaro neles!!,,1
1009026819197921_226714007732477,Osmar Caetano,Bolsonaro vale mais que esses outros quatro juntos.,,1
1009026819197921_1196727840376016,Carlos Silveira,"Erundina vai pra Cuba, esquerdar por lá. Aqui é Bolsonaro!",,1
1009026819197921_1360794300650653,Vitor Alexandre Gutierre Preman,UM DOIS TRES QUATRO CINCO MIL! BOLSONARO PRESIDENTE DO BRASIL!!!!,,1
1009026819197921_778343822321275,Diego Torres,"Bolsonaro, é claro! Pergunta mais óbvia...",,1
1009026819197921_247053255721694,Matheus Gallo,"Se BOLSONARO não for presidente, eu mudo de país. Cansei de sofrer. E não quero que meus filhos sofram assim.",,1
1009026819197921_1745747789073497,Suh Rigo Lazaretti,"Bolsonaro pra colocar ordem nesse pardieuro 
#BolsonaroPresidente",,1
1009026819197921_1009041575863112,Francisco Oliveira,Bolsonaro 2018 maioridade Penal Já .. 16 anos tem idade pra ficar no xilindró e chega desse papo de vítima da sociedade.,,1
1009026819197921_458382620952225,Wellington Brêdo,#BolsonaroPreridente,,1
1009026819197921_224599098009969,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,,1
1009026819197921_1407118265999777,Fernando Attuy Costa,"Meu Deus.  bolsonaro na cadeia,  verme!
Pior são essas pragas que acreditam que ele possa melhorar algo.

Luiza Erondina",,2
1009026819197921_1853536741592401,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,,1
1009026819197921_233838413692639,Marcelo Viana,Bolsonaro presidente do Brasil 2018!!!!!!!!,,1
1009026819197921_233841190359028,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,,1
1009026819197921_226739624396582,Fernando Eduardo Araújo,1 2 3 quatro cinco mil QUEREMOS BOLSONARO PRESIDENTE DO BRASIL,,1
1009026819197921_1590907280938328,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,,1
1009026819197921_686391121542090,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,,1
1009026819197921_673903326144882,Ricardo Viana,"Passei aqui,só pra votar no Bolsonaro.",,1
1009026819197921_210780499391607,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,,1
1009026819197921_1932025620352616,Mateus Abdalah,Presidente do Brasil mito Bolsonaro pra mudar o pais.,,1
1009026819197921_673909562810925,Airton Santiago,BOLSONARO 2017 PRESIDENTE DA CÂMARA E BOLSONARO 2018 PRESIDENTE DO BRASIL!,,1
1009026819197921_247053552388331,Marcos Freire,Não tem pra ninguém. BOLSONARO já ganhou o Brasil,,1
1009026819197921_1325171007543665,Danilo Alves,"1 2 3 4 5 mil , QUEREMOS BOLSONARO PRESIDENTE DO BRASIL",,1
1009026819197921_1266544503431090,Joao Pedro Simao,Pra presidente do Brasil em 2019 Bolsonaro,,1
1009026819197921_256340294778306,Carlos Navarro,A bancada do PT na câmara vai votar no Bolsonaro né? Tem que se respeitar o voto do povo :D,,1
1009026819197921_256337848111884,Alvaro Biliato Ciocca,Bolsonaro presidente dá câmara e presidente do Brasil,,1
1009026819197921_244291442686538,Marcelo Macedo,Bolsonaro vai ser é presidente do Brasil seus cuzao,,1
1009026819197921_1745782669070009,Felipe Santana,O pove de bem quer e aprova #Bolsonaro,,1
1009026819197921_1337358459672115,João Gabriel,Você vê que o Brasil é Bolsonaro 2018 quando até na página do PT ele ganha votos! #Bolsonaro2018,,1
1009026819197921_247039502389736,Mi Campainha,Bolsonaro presidente do brasil,,1
1009026819197921_244287839353565,Vinicius Arrais,"""Bolsonaro só é forte na internet""

Vai nessa cara, deixou chegar, e em 2018 o mito vem pra fazer a diferença. #Bolsonaro",,3
1009026819197921_686396024874933,Leonardo Santana,#SomosTodosBolsonaro,,1
1009026819197921_1305019209592186,Philipe Faria,1 - 2 -3 - 4 - 5000 QUEREMOS BOLSONARO PRESIDENTE DO BRASIL,,1
1009026819197921_1720394791319495,Ananias Nascimento,Bolsonaro presidente do Brasil,,1
1009026819197921_256350971443905,Jose Augusto Nascimento,Os mesmos que outro dia  se diziam somos todos Cunha são os mesmos que apoia esse filho da puta chamado Bolsonaro estão todos doentes,,2
1009026819197921_750281351817624,Diogo Marchetti,Bolsonaro + Filho + Primo + Tio = Uma bando de trocha bancando uma família e pagando pau.,,2
1009026819197921_965296333602945,Esequiel Costa Eqpm,'SOLDADO QUE VAI A GUERRA E TEM MEDO DE MORRER É UM COVARDE'(BOLSONARO),,4
1009026819197921_224394697968763,Ananias Nascimento,Vamos mudar o Brasil com bolsonaro,,1
1009026819197921_362959740757309,Cleomar Carvalho,Bolsonaro futuro presidente do Brasil!,,1
1009026819197921_1291653197563635,Matheus Noronha,#SomosTodosBolsonaro,,1
1009026819197921_686377108210158,Marcos Freire,Bolsonaro é a única esperança do Brasil,,1
1009026819197921_606665549524100,Marcos Freire,Bolsonaro presidente do Brasil,,1
1009026819197921_1874168019519066,Erick Soares,#SomosTodosBolsonaro,,1
1009026819197921_1861924820713134,Valfran Gonçalves,OS JOVENS DO BRASIL VOTA BOLSONARO EM 2018,,1
1009026819197921_226716667732211,Douglas Paes,"1,2,3,4,5000 queremos Bolsonaro presidente do Brasil . 💪😎",,1
1009026819197921_205728753228685,Matheus Ramos Brito Fontana,A camara e o Brasil!! Bolsonaro,,1
1009026819197921_805073912966729,Cleber Marino,A senhora Erundina não tem argumentos nem pulso firme pra comandar aquela corja.... #Bolsonaro,,4
1009026819197921_1720411557984485,Marcelo Dantas,Bolsonaro! Presidente do Brasil,,1
1009026819197921_205693859898841,Paulo Sena,O Pará está com BOLSONARO!,,1
1009026819197921_1932015497020295,Luiz Henrique Albuquerque,Bolsonaro Presidente do Brasil,,1
1009026819197921_1360795093983907,Wellington Brêdo,#BolsonaroPresidente,,1
1009026819197921_603736956498933,Kaory Ogata,BOLSONARO EH OBVIO,,1
1009026819197921_1921158278119584,Rubnei Soares,Bolsonaro sempre o Brasil precisa de um homem no poder chega de vagabundos cães sarnentos,,1
1009026819197921_686428184871717,Gabhriel Pietro,1 2 3 4 5000 queremos bolsonaro presidente do brasil,,1
1009026819197921_244355706013445,Rafa Blazissa,Bolsonarooooooooooooo 🙌🏻🙌🏻,,4
1009026819197921_224542118015667,Douglas Fagundes,Bolsonaro presidente 2018,,1
1009026819197921_403854119956761,Gabriel L. Fregadolli,Melhor Jair se acostumando! #Bolsonaro2018,,1
1009026819197921_247043055722714,Fabiano Nascimento,Bolsonaro disparado chora esquerda suja,,1
1009026819197921_1596523830363767,Fabricio Depes,Bolsonaro sempre!,,1
1009026819197921_417400535268504,João Otávio,"Bolsonaro está na lista , pq ele se candidatou a presidência dá câmara na calada  , 2018 chega logo",,1
1009026819197921_288033918278206,Breno Mayerom Carneiro,Bolsonaro presidente,,1
1009026819197921_1196735567041910,Icaro Macedo,VIVA O BOLSONARO!,,1
1009026819197921_1245754042185647,RA VS,Dá-lhe Bolsonaro!!!!,,1
1009026819197921_145060152668314,Rogério Liessi,Bolsonaro sim !!!!!!!!!!! Hahahahahaha,,1
1009026819197921_1745744612407148,Jânio Domingues,Bolsonaro presidente,,1
1009026819197921_403852189956954,Edgleison Santos,Eu vou fazer propaganda eleitoral de graça #Bolsonaro,,1
1009026819197921_144840992689918,Julio Csar,Bolsonaro 2018 concerteza,,1
1009026819197921_1356940434326476,Daniel Rabelo,Queremos bolsonaro,,1
1009026819197921_248589282248895,Benedito Lima,Bolsonaro é Honesto....e seus Filhos Também..,,
1009026819197921_1596476483701835,Renato Ribas,Aqui não tem manipulação de voto! #bolsonaro2018,,
1009026819197921_1720426524649655,Moreno Bonsai Maringá,bolsonaro presidente da camara 2017 e presidente do brasil 2018!!!!!,,
1009026819197921_569320066596437,Julinho OvelhaNegra,O PT apóia o Maia que vota junto com o Bolsonaro que anda de mão dada com André Figueiredo que não tem nada contra Jovair Arantes,,
1009026819197921_1829440263938401,Ariel Radunz,#BOLSONAROPRESIDENTE,,
1009026819197921_403862449955928,Arthur Lima,Bolsonaro  presidente!,,
1009026819197921_733266283492545,Carmen Vasconcelos,Ele é o máximo. Jair Bolsonaro,,
1009026819197921_1853176511608278,Sidiney Abreu,Primeiramente: Bolsonaro,,
1009026819197921_226714704399074,Carlos Almeida,Pira PTZADA BOLSONARO SIM,,
1009026819197921_226727101064501,Walmir Chagas,Bolsonaro  o Mito,,
1009026819197921_283248015428170,João Batista Batista,"BOLSONARO PRESIDENTE de tudo!!!! Do País, da câmara,  do senado, do STJ e do STF, URGENTE!!!!!!!!!",,
1009026819197921_224413097966923,Edgleison Santos,Bolsonaro é o único que tem ideias boas para o Brasil!,,
1009026819197921_226717804398764,Isabela Campos,#Bolsonaro meu presidente 👏💓💋,,
1009026819197921_1249571101817358,Francisco Adelanio,"Presidente da Câmara e depois do BRASIL!
#GoBolsonaro2018 \o/",,
1009026819197921_1932008950354283,Júlio Stanqueviski,12345mil queremos bolsonaro presidente do brasil,,
1009026819197921_1245750802185971,Raquel Pinheiro,Bolsonaro o os presidente do Brasil,,
1009026819197921_733275050158335,Filipe Skuich,Odeio o pt lixo mas lixo q existe e também não gosto dessa bosta de Bolsonaro otário jamais terá meu voto,,
1009026819197921_244313529350996,Marcio Alemão,BOLSONARO SEMPRE...O ÚNICO HONESTO,,
1009026819197921_1861904860715130,Cristiane Perri Contessoto,BOLSONARO!!!!!!! 😍😍😍😍😍😍😍😍😍,,
1009026819197921_248569125584244,Ricardo Patriota,Como assim? Só da Bolsonaro.,,
1009026819197921_1407134829331454,Rafael Vasconcelos,"Rapaz, acho que Bolsonaro já ganho em",,
1009026819197921_1392887334117865,Joao Gois,"Erundina. Ou qualquer um menos Bolsonaro, sendo pragmático",,
1009026819197921_1745764955738447,Tito Guimarães,Bolsonaro pq não preciso de bolsa familia,,
1009026819197921_291332124614586,Claudinei Bego,"Primeiro tem q ser Btasileiro, depois ser homem pra falar contra os vagabundos políticos. Sempre bolsonaro.",,
1009026819197921_1865946666986397,Elizabete Souza,Bolsonaro único descente o resto bandidos,,
1009026819197921_1356940017659851,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,,
1009026819197921_260538077700620,Emerson Econcert,"1 2 3 4 5000, QUEREMOS O BOLSONARO PRESIDENTE DO BRASIL",,
1009026819197921_244292539353095,Caique Vieira,E melhor jair se acostumando com Bolsonaro a frente de pesquisas #ustravive,,
1009026819197921_569360786592365,Pedro Baraldi,Jair Messias Bolsonaro,,
1009026819197921_288039794944285,Cassio Arruda,Fátima aqui é BR.... Aqui é Bolsonaro!!!!,,
1009026819197921_1196724057043061,Leandro T. Speltz,Bolsonaro presidente do Brasil,,
1009026819197921_603734033165892,Bira Leite,Bolsonaro presidente da câmara e Bolsonaro presidente do Brasil,,
1009026819197921_233861383690342,Aldo Silva,Jair Bolsonaro será uma preliminar para Presidência do Brasil.,,
1009026819197921_1304995622927878,Juliano Matos Ribeiro,O Pará esta com Bolsonaro,,
1009026819197921_1196722163709917,Gian Miranda,Bolsonaro presidente da câmara e em seguida do Brasil,,
1009026819197921_2218166395076135,Pedro Miguel Alves,"1,2,3,4, 5000 QUEREMOS BOLSONARO PRESIDENTE DO BRASIL!!!!!!",,
1009026819197921_1369106133159587,Renan de Angelis,Mito na camara!!!! Bolsonaro,,
1009026819197921_361822324173666,Thiago Alves de Moraes,#SomosTodosBolsonaro,,
1009026819197921_1893919597511799,William Farias,UM DOIS TRÊS QUATRO CINCO MIL QUEREMOS BOLSONARO PRESIDENTE DO BRASIL,,
1009026819197921_1291655587563396,Marciano Moreschi Das Chagas,"Bolsonaro sendo Bolsonaro, chupa PT hahaha",,
1009026819197921_1863749957236554,Diego Higino Liberato,#somostodosbolsonaro,,
1009026819197921_244345082681174,Mauro Domingos,"Bolsonaro 2017, 2018, 2019, 2020, 2021, 2022......chupa petralhas!!!",,
1009026819197921_244291046019911,Nikolas Santos,"Ninguem mais aceita esses comunistas fdps, perderam na própria página ! #BolsonaroPresidente",,
1009026819197921_233823183694033,Piraika Duq,BOLSONARO COME MINHA TIA,,
1009026819197921_226735697730308,Sidiney Abreu,Primeiramente: Bolsonaro segundamente: uma mãozada na fuça do resto,,
1009026819197921_1910990645797899,Winston Magalhaes,#Bolsonaropresidentedesdeja,,
1009026819197921_1407126635998940,Eric Machado,"Velame , Brasil !!!! Bolsonaro 2018",,
1009026819197921_261095880994279,Ernandes Marques Martins,Oje e sempre bolsonaro,,
1009026819197921_1745802199068056,Johser Eyren,Bolsonaro presidente ❤,,
1009026819197921_1389494541101593,Victor Coutinho Popper,bolsonaroooooo hahahahahhaa,,
1009026819197921_1888323331426362,Igor Henrique,Rio de Janeiro é bolsonaro,,
1009026819197921_260520084369086,Nicolly Carneiro,Haha .. bolsonaro2018 uhuuuu,,
1009026819197921_1246814598728855,Elias Muros,Bolsonaro presidente de tudo,,
1009026819197921_1888309218094440,Admilson Soares,Vocês vão ter que engolir bolsonaro presidente,,
1009026819197921_259484054465221,Marcelo Fonseca,Bolsonaro contra os demagogos da esquerda!,,
1009026819197921_1286181231469530,Fabio Rocca,Dá pra votar duas vezes Bolsonaro??,,
1009026819197921_1931990293689482,Ricardo Esppinoza,"Essa é a vez do Bolsonaro. Se ele fizer merda, só o elegendo pra saber. Por hora é o melhor candidato. Bolsonaro 2018",,
1009026819197921_673923669476181,Carlos Ribeiro,Bolsonaro presidente 2018!!,,
1009026819197921_686380491543153,Lucas Locatelli,"BOLSONARO AGORA, BOLSONARO 2018... O CHORO É LIVRE ESQUERDISTAS!",,
1009026819197921_226726967731181,Maria Dolores Toledo,Bolsonaro quero ele PRESIDENTE DO BRASIL,,
1009026819197921_244340532681629,Matheus Oliveira,"O bolsonaro vai presidir o Brasil, não a câmara",,
1009026819197921_244295709352778,Jarbas Lemos,O BRASIL É BOLSONARO - EUA É BOLSONARO - O MUNDO É BOLSONARO.,,
1009026819197921_1931995283688983,Ismael Martins,"chegando aos 10k 
o Brasil pede Bolsonaro",,
1009026819197921_363601454026560,Tânia Freitas Teixeira,Bolsonaro sempre!,,
1009026819197921_1147706288660541,André Pedro,Bolsonaro presidente  do  Brasil  eu voto,,
1009026819197921_233847947025019,Tulio Cazzaniga,Bolsonaro início de um BRASIL  novo,,
1009026819197921_403856733289833,Yuri Schein,Em 2018 Bolsonaro faço propaganda de graça pro Bolsonaro. Não vou querer o pão e mortadela da Cut,,
1009026819197921_569326159929161,Emerson Cany,Somos todos BOLSONARO Brasil 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,,
1009026819197921_288001954948069,Jennifer Torres,Bolsonaro 2018!!!!,,
1009026819197921_1853532718259470,Diego Campos Teixeira,#SOMOSTODOSBOLSONARO,,
1009026819197921_224557668014112,Carla Ysthefani,#BolsonaroPresidente,,
1009026819197921_210762949393362,Odinéia Fabres,"Vai Bolsonaro, Presidente da Câmara e Presidente do Brasil 2018!",,
1009026819197921_1209942565756829,Jades Olliveira,Bolsonaro presidente da câmara,,
1009026819197921_470162869774827,Toni de Souza,Bolsonaro  meu capitão!,,
1009026819197921_205717149896512,Waltieilly Jorge de Miranda,Jair Bolsonaro presidente do Brasil,,
1009026819197921_1932029220352256,Gisa Sol,"Ma oi, tá dando Bolsonaro na cabeça!!! Aaai hihi",,
1009026819197921_1931989563689555,Willian Gda,O #Bolsonaropresidente2018 é a verdadeira Direita do BRASIL,,
1009026819197921_222084624921074,Maykon Cazangi,"Bolsonaro, de presidente da câmara para a presidência do Brasil.",,
1009026819197921_1893958830841209,Rodrigo de Marco,"Erundina empalhada hahahahaha ela é uma piada.
#BolsonaroPresidente!",,
1009026819197921_686398731541329,Isabel Paizan,"Tanta lambança  da esquerda  que a direita  acordou! ! 
Bolsonaro! !",,
1009026819197921_1245745682186483,Sara Svensson,Bolsonaro! Mas pq escolheram essa carinha 😡pro Bolsonaro?,,
1009026819197921_1389539051097142,Matheus Araújo,O Brasil precisa do bolsonaro presidente,,
1009026819197921_144780226029328,Amanda S. de Miranda,"Essa gente que apóia o Bolsonaro tá zoando, né?",,
1009026819197921_806670679482235,BC Paulo Camilo,Bolsonaro presidente da Câmara e em 2018 presidente do Brasil 😎,,
1009026819197921_388694138166866,Oswaldo Romano,hahahahha. o pt votando no pmdb e o povo no bolsonaro. hahahaha,,
1009026819197921_1910987235798240,Samuel Oliveira,"Bolsonaro guerreiro, orgulho Brasileiro",,
1009026819197921_1051752991598060,Lidia Wergenski,#Bolsonaropresidente2018!!!,,
1009026819197921_1888318204760208,Eduarda N. Calderan,JAIR MESSIAS BOLSONARO,,
1009026819197921_205711286563765,Alex Fiamoncini,"É na Câmara,  é no Palácio do Planalto.... É Bolsonaro!",,
1009026819197921_900678030074295,Fabricio Oliveira,será por que Bolsonaro ficou lá no final na pesquisa do pt em,,
1009026819197921_1590872220941834,Bruno Esteves de Barcellos,"CORONEL USTRA REPRESENTOU BEM, AGORA É BOLSONARO PRESIDENTE",,
1009026819197921_1655457601426103,Lucas Biggi,"2018 o POVO vai decidir aí quero ver, 2016 o PT passou vergonha 2018 vai chorar, o Mito vem aí! 
#BOLSONAROPRESIDENTE2018",,
1009026819197921_574757479396588,Yohan Cröïff,Meu voto vai ser pro cara menos corrupito que conserteza é o bolsonaro.,,
1009026819197921_475096319545165,Leanderson Cabral,"Como podem ver, se fosse depender do povo, Bolsonaro iria presidir a camara, mas como se trata do voto dos ratos que lá tem...",,
1009026819197921_409366886076726,Amanda Souza,Sempre Bolsonaro!,,
1009026819197921_1745747825740160,Hélio Filho,"Bolsonaro, o futuro Presidente do Brasil em 2018",,
1009026819197921_288000251614906,Bruno Regis Oliveira,#BOLSONARO PRESIDENTE DO BRASIL,,
1009026819197921_750286718483754,Bruno Rezende,O Brasil aclama por Bolsonaro 2018,,
1009026819197921_233856503690830,Eliakin Lucas,Bolsonaro!!!! Hahaha,,
1009026819197921_1769866923333586,Will B Lauria,"Bolsonaro,pra felicidade da nação e dor aguda no cu dos mortadelas.",,
1009026819197921_260520471035714,Vitor Fontolan,Bolsonaro vai virar fácil,,
1009026819197921_1209953362422416,Willian Gda,#Bolsonaropresidente2018,,
1009026819197921_577861679078188,Ricardo Rodrigues,Jair Bolsonaro Presidente,,
1009026819197921_965926946842267,Ich Sage,Bolsonaro já ganhou...,,
1009026819197921_1632403140402133,Gabriel Reds,Bolsonaro vai presidir a camara e em 2018 o brasil,,
1009026819197921_226715387732339,Vera Veras,"Liguem TV Câmara, está fervendo! Bolsonaro!",,
1009026819197921_1196733647042102,Carlos Packer,É Bolsonaro. Ele contra uma quadrilha de 350 bandidos.,,
1009026819197921_1266563693429171,Matheus Oliveira,1 2 3  4  5000 queremos bolsonaro presidente do Brasil,,
1009026819197921_1767156090272435,Gilmar Alves,O povo quer bolsonaro ..mas os coruptos querem maia...,,
1009026819197921_380197285673070,Gilmar Ferreira,Bolsonaro 2018! Nada de acabar com as marchinhas do carnaval! Haha,,
1009026819197921_1305043116256462,Rodrigo de Meireles,Bolsonaro na veia!,,
1009026819197921_244287816020234,Paulo Brito,Bolsonaro Presidente,,
1009026819197921_1767170783604299,Carlinho Silva,Juntando todos os outros candidatos não da a metade do Bolsonaro até aqui 😂😂😂,,
1009026819197921_1829046327351405,Anderson Cassin,Bolsonaro tá chegando para o terror dos esquerdopatas,,
1009026819197921_233824417027372,Christiano Fadel Soriano,Hahahahhahahahahhahahahahh NA PRÓPRIA PÁGINA TOMANDO PAU!!!!!!    #BOLSONARO2018,,
1009026819197921_604322293108616,Douglas Fagundes,Quero ver chamar Bolsonaro de corrupto!!!,,
