ID Comentario,Nome do usuário,Mensagem,Ándre,Vinícius
1009026819197921_256340424778293,Ariane Santana,BOLSONARO CLARO ❤,1,1
1009026819197921_380199499006182,Wagner Ribeiro,Bolsonaro presidente do Brasil,1,1
1009026819197921_1590908290938227,Leandro Costa,"Como assim, ""em quem votaria""??? SÓ HÁ UMA POSSIBILIDADE!!  BOLSONARO!!!!  Os outros são pouco menos do que PIADAS DE MAU GOSTO!!",1,1
1009026819197921_233826250360522,Amália Angeli,"Bolsonaro, vamos te ajudar a reconstruir o Brasil.",1,1
1009026819197921_1767177373603640,Andriel Monteiro,"GENTE, chamem o bolsonaro de corrupto quero ver se tem provas disso, ou melhor chamem ele de qualqer coisa, ainda sim não terão provas",4,4
1009026819197921_256363591442643,Renan Sousa,Bolsonaropresidendejá obs não estou conseguindo votar no mito... Começaram sabotar?,1,1
1009026819197921_266009300498979,Luan Souza,"Aó vejo votos pra Bolsonaro aqui e coincidência e quem tá  ganhando é o favorito PTista???
 cambada de Safados",4,4
1009026819197921_1833393333615323,Castelo Do Vale,Porque não está  aparecendo os votos do Bolsonaro? Só vejo carinha vermelha rsrs,4,4
1009026819197921_224599268009952,Piraika Duq,Faço campanha gratis pro bolsonaro......,1,4
1009026819197921_1764720523553323,Albino Junio Bolis Hugo,Eu ainda acho que as curtida e amei são de pessoas que não leram direito e queriam votar no bolsonaro tbm,5,5
1009026819197921_1047420962070835,Alderi Jose Flach,"Jair Messias Bolsonaro sem dúvida, por mais políticos sem escândalo de corrupção!",1,1
1009026819197921_329341150793914,Simone Blos,hahahaha! Apagaram o resultado. Será que era porque o Bolsonaro estava disparado na frente?,5,4
1009026819197921_1590819340947122,Jarbas Lemos,BOLSONARO - PRESIDENTE DO BRASIL,1,1
1009026819197921_247039592389727,Cleilton Araújo,"Bolsonaro neles, PT escória política igual ao PMDB e PSDB, tudo lixo.",1,1
1009026819197921_256347291444273,Alex Fiamoncini,Bolsonaro 2818 e na Câmara tbm!!!!,1,1
1009026819197921_224397937968439,Carlos Alves,Bolsonaro. E se chorar é Bolsomito,1,1
1009026819197921_759139657585440,Rodrigo A. Rodrigues,"MITO sempre MITO..., até nessa página fedorenta a mortadela podre! #BolsonaroPresidente2018",1,1
1009026819197921_137987490046029,Sergio Chavinhas,"90 por centos, dos deputados são coruptos, por isto q Jair Bolsonaro presidente. Teve 4 votos. Bota o povo para votar?",1,4
1009026819197921_256341964778139,Pedro Henrike,Pernambuco é bolsonaro,1,1
1009026819197921_1389407454443635,Amanda Defavari,"Na boa hoje estou pensando em economia, em deixar um país melhor para minha filha, na tentativa de um menos pior, sou #Bolsonaro",1,1
1009026819197921_1576004055757913,Gilberto Emilio Nogueira,"Somente uma pessoa analfabeta polícia, para votar em Fascinora como o Bolsonaro..... xô satanás.",2,2
1009026819197921_409035526104983,Elison Saymon Figueredo,Os caras estao roubando ate os fotos do Bolsonaro.  Olha o tando de emotion a favor do bolsonaro,4,4
1009026819197921_1576085692416416,Francisco Coutinho,BOLSONARO SEMPRE. O ÚNICO POLÍTICO VERDADEIRAMENTE DE DIREITA A ESSA CORJA SAFADA.,1,1
1009026819197921_673895956145619,Daniel Tristão,"A favor da vida, da família e dos valores cristãos. Bolsonaro 2018!!!",1,1
1009026819197921_1196734940375306,Filipe Silva,"BOLSONARO 2018, quero meu lugar dentro dá sala de aula, respeito aos professores",1,1
1009026819197921_428362180831441,Hugo Ferreira,"Votação ae tá errada!!  Até on line querem roubar, já vi milhões carinhas zangados e o Bolsonaro não sai do um!!",4,4
1009026819197921_1759983544319071,Christina Santos,"Bolsonaro não ganha não. Tem bandido demais la dentro, vão sufocar ele. Mas a esperança é a última que morre
#Bolsonaro",4,3
1009026819197921_233830800360067,Felipe Anna Flávia,"Daqui a pouco o Jason vai ser amigo do Bolsonaro! Gente hipócrita! Vão estudar, cambada de ........!",4,6
1009026819197921_1893919587511800,Tatyana Rezende,"Como s eles q votam , infelizmente n votarao em quem e contra corrupcao tipo bolsonaro! Bandido quer bandido no poder",4,4
1009026819197921_233828687026816,Joao Victor,"Eles compre colocam essa foto do Bolsonaro pra tentar desmoralizar. Mas, parece que não tem dado muito certo...",4,4
1009026819197921_1538572839490883,Francisco Xavier,Bolsonaro vai banir o socialismo do Brasil,4,1
1009026819197921_1047395358740062,Bernadeth Ribeiro Costa,"Só uma pessoa desequilibrada mentalmente seria capaz de escolher uma peste tipo bolsonaro, esse homem é um mensageiro de capeta",2,2
1009026819197921_966018346833127,Flavio Amorim de Melo,"Se bolsonaro é facista, também sou um facista, mais irá libertar o brasil desses comunistas......",3,1
1009026819197921_224572648012614,Paulo Ricardo Cotrim,Pt lixo tenta denegrir a imagem do Bolsonaro mas não tá adiantando não vcs não enganam mais a gente não seus lixos,4,1
1009026819197921_168333986989898,Yago Novaes Pinto,Página do pt e o Bolsonaro tá ganhando,1,1
1009026819197921_210799499389707,Mateus Abdalah,mito Bolsonaro sempre,1,1
1009026819197921_247691975687729,Helen Silva Veloso,O único honesto nessa bagaça! #Bolsonaro2018,1,1
1009026819197921_1811987142373317,Emilly Carneiro,1 2 3 4 5000 queremos Bolsonaro presidente do Brasil,1,1
1009026819197921_1122799951152722,Bruno Rezende,De dar pena ver gente defendendo PT e atacando Bolsonaro sem fundamento,4,4
1009026819197921_1389371527780561,Amália Angeli,"Morte ao Foro de São Paulo.
Basta de Gramcsi.
Basta de George Soros.
Bolsonaro, Deus é Pai.",4,4
1009026819197921_577882895742733,Bruno Rezende,Diego Borges leu isso onde? Bolsonaro não tá na quadrilha do PT nem na lava jato!,4,4
1009026819197921_205702893231271,Jaziel Mascarenhas,Bolsonaro 7 x 1 PT,1,6
1009026819197921_1435816553129331,Aline Campos,"Parem de tirar os votos do Bolsonaro seus canalhas, da pra entrar nas curtidas ali e ver que ele é o mais votado!!",4,4
1009026819197921_805077639633023,Carlos Silveira,"Bolsonaro, o terror dos comunistas.",4,6
1009026819197921_247039105723109,Kaio Santana,Que vergonha a esquerda deve estar perdendo uma votação na sua própria página # BOLSONARO2018,1,1
1009026819197921_327546064306171,Jonas Ferreira,"Agora que tirei o print, vcs já podem parar de passar vergonha.
#BolsonaroPresidente2018
E se reclamar vai ser da Câmara também.",1,1
1009026819197921_1845719729019411,Diogo Marchetti,Bolsonaro e família tudo nas prefeitura enriquecendo as custas dos trocha que aplaudem ele.,4,2
1009026819197921_1009039719196631,Lenice Davi,"Já que a Erundina não compactua com o PT,que venha Bolsonaro que é pra acaba de vez com a moral dessa casa",4,1
1009026819197921_394672140886011,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,1,1
1009026819197921_1933477580208407,Sergio Pereira,na câmara sem rodeios bolsonaro presidente pra por ordem no galinheiro,1,1
1009026819197921_1628903290752530,Alison Spredemann Schwatz,"Bolsonaro é o melhor,o fodão,o super mito q vai mudar nosso país pra melhor",1,1
1009026819197921_250249458734160,Tais Marques Dos Santos,"O único que confio pela obrigado,  Bolsonaro!!!",1,1
1009026819197921_261094307661103,Matheus Gallo,VAMOS PASSAR HEIN HAHAHAHA #BOLSONARO,1,1
1009026819197921_1255859251175409,Sônia Regina Alves da Silva,Jáir Bolsonaro este fala a verdade é segue os direito da justiça a favor do povo brasileiro e voto nele,1,1
1009026819197921_1356974804323039,Mirelle Greve,Se não for pra votar no Bolsonaro eu nem voto!! ❤️,1,1
1009026819197921_1849887658567708,Gustavo Rodriguês,Só vejo comentário de Bolsonaro mais os números dele não sobe,4,4
1009026819197921_671114926410628,Rafael Viveiros,Bolsonaro não ganhou pra camara porque o lugar dele é na presidência @_@,1,1
1009026819197921_1874177829518085,Natan Martins,#BolsonaroPresidente,1,1
1009026819197921_224539718015907,Ásley Luan,"Bolsonaro, pra câmera agora e em 2018 presidente do Brasil",1,1
1009026819197921_249364142180173,Henrique Lacerda,Carlos Nantes olha isso. O povo quer bolsonaro 2018! 31.200 votos a favor. 😂😂,6,1
1009026819197921_733293720156468,Alex Fiamoncini,Erundina.... E a múmia ainda vive.... BOLSONAROOOOOO,4,4
1009026819197921_261094620994405,Luiz Henrique Moro,A pagina é de esquerda o mesmo assim o bolsonaro ganha auhsuashuashuh #ordemeprogresso,4,1
1009026819197921_1291635474232074,Bruno Regis Oliveira,BOLSONARO ME REPRESENTA,1,1
1009026819197921_1767196730268371,Hugo Serelo,"Agora ou mais pra frente, Bolsonaro presidente.",1,1
1009026819197921_1325284430865656,Marciel J Silva,Única esperança é Bolsonaro,1,1
1009026819197921_1245742648853453,Maria Vitória Alves,"#Bolsonaro2018
O cara tá ganhando até na página do PT <3",1,1
1009026819197921_1590833904278999,Apolo Maycon,"1,2,3,4, 5.000 
Queremos Bolsonaro presidente do BRASIL",1,1
1009026819197921_144323889408925,Emille Caldas,Bolsonaro que n seria. Incapaz de apoiar uma pessoa preconceituosa. E em ngm dessa lista.,2,2
1009026819197921_139207986589841,Jorge Alexandre Macedo,"Olha a foto q colocaram no Bolsonaro, e muita perseguição, mas ele tem o apoio da população, não adianta perseguiram!!!",4,4
1009026819197921_1047486895397575,Renan Paes,Mas ta uma delicia isso aqui! Hauahaua #SomosTodosBolsonaro,1,1
1009026819197921_569332659941010,Niebson Souza,Bolsonaro neles!!,1,1
1009026819197921_226714007732477,Osmar Caetano,Bolsonaro vale mais que esses outros quatro juntos.,1,1
1009026819197921_1196727840376016,Carlos Silveira,"Erundina vai pra Cuba, esquerdar por lá. Aqui é Bolsonaro!",1,1
1009026819197921_1360794300650653,Vitor Alexandre Gutierre Preman,UM DOIS TRES QUATRO CINCO MIL! BOLSONARO PRESIDENTE DO BRASIL!!!!,1,1
1009026819197921_778343822321275,Diego Torres,"Bolsonaro, é claro! Pergunta mais óbvia...",1,1
1009026819197921_247053255721694,Matheus Gallo,"Se BOLSONARO não for presidente, eu mudo de país. Cansei de sofrer. E não quero que meus filhos sofram assim.",1,1
1009026819197921_1745747789073497,Suh Rigo Lazaretti,"Bolsonaro pra colocar ordem nesse pardieuro 
#BolsonaroPresidente",1,1
1009026819197921_1009041575863112,Francisco Oliveira,Bolsonaro 2018 maioridade Penal Já .. 16 anos tem idade pra ficar no xilindró e chega desse papo de vítima da sociedade.,1,1
1009026819197921_458382620952225,Wellington Brêdo,#BolsonaroPreridente,1,1
1009026819197921_224599098009969,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,1,1
1009026819197921_1407118265999777,Fernando Attuy Costa,"Meu Deus.  bolsonaro na cadeia,  verme!
Pior são essas pragas que acreditam que ele possa melhorar algo.

Luiza Erondina",2,2
1009026819197921_1853536741592401,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,1,1
1009026819197921_233838413692639,Marcelo Viana,Bolsonaro presidente do Brasil 2018!!!!!!!!,1,1
1009026819197921_233841190359028,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,1,1
1009026819197921_226739624396582,Fernando Eduardo Araújo,1 2 3 quatro cinco mil QUEREMOS BOLSONARO PRESIDENTE DO BRASIL,1,1
1009026819197921_1590907280938328,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,1,1
1009026819197921_686391121542090,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,1,1
1009026819197921_673903326144882,Ricardo Viana,"Passei aqui,só pra votar no Bolsonaro.",1,1
1009026819197921_210780499391607,Francisco Xavier,Bolsonaro a última e única esperança do Brasil!!!,1,1
1009026819197921_1932025620352616,Mateus Abdalah,Presidente do Brasil mito Bolsonaro pra mudar o pais.,1,1
1009026819197921_673909562810925,Airton Santiago,BOLSONARO 2017 PRESIDENTE DA CÂMARA E BOLSONARO 2018 PRESIDENTE DO BRASIL!,1,1
1009026819197921_247053552388331,Marcos Freire,Não tem pra ninguém. BOLSONARO já ganhou o Brasil,1,1
1009026819197921_1325171007543665,Danilo Alves,"1 2 3 4 5 mil , QUEREMOS BOLSONARO PRESIDENTE DO BRASIL",1,1
1009026819197921_1266544503431090,Joao Pedro Simao,Pra presidente do Brasil em 2019 Bolsonaro,1,1
1009026819197921_256340294778306,Carlos Navarro,A bancada do PT na câmara vai votar no Bolsonaro né? Tem que se respeitar o voto do povo :D,4,1
1009026819197921_256337848111884,Alvaro Biliato Ciocca,Bolsonaro presidente dá câmara e presidente do Brasil,1,1
1009026819197921_244291442686538,Marcelo Macedo,Bolsonaro vai ser é presidente do Brasil seus cuzao,1,1
1009026819197921_1745782669070009,Felipe Santana,O pove de bem quer e aprova #Bolsonaro,1,1
1009026819197921_1337358459672115,João Gabriel,Você vê que o Brasil é Bolsonaro 2018 quando até na página do PT ele ganha votos! #Bolsonaro2018,1,1
1009026819197921_247039502389736,Mi Campainha,Bolsonaro presidente do brasil,1,1
1009026819197921_244287839353565,Vinicius Arrais,"""Bolsonaro só é forte na internet""

Vai nessa cara, deixou chegar, e em 2018 o mito vem pra fazer a diferença. #Bolsonaro",1,3
1009026819197921_686396024874933,Leonardo Santana,#SomosTodosBolsonaro,1,1
1009026819197921_1305019209592186,Philipe Faria,1 - 2 -3 - 4 - 5000 QUEREMOS BOLSONARO PRESIDENTE DO BRASIL,1,1
1009026819197921_1720394791319495,Ananias Nascimento,Bolsonaro presidente do Brasil,1,1
1009026819197921_256350971443905,Jose Augusto Nascimento,Os mesmos que outro dia  se diziam somos todos Cunha são os mesmos que apoia esse filho da puta chamado Bolsonaro estão todos doentes,2,2
1009026819197921_750281351817624,Diogo Marchetti,Bolsonaro + Filho + Primo + Tio = Uma bando de trocha bancando uma família e pagando pau.,2,2
1009026819197921_965296333602945,Esequiel Costa Eqpm,'SOLDADO QUE VAI A GUERRA E TEM MEDO DE MORRER É UM COVARDE'(BOLSONARO),4,4
1009026819197921_224394697968763,Ananias Nascimento,Vamos mudar o Brasil com bolsonaro,1,1
1009026819197921_362959740757309,Cleomar Carvalho,Bolsonaro futuro presidente do Brasil!,1,1
1009026819197921_1291653197563635,Matheus Noronha,#SomosTodosBolsonaro,1,1
1009026819197921_686377108210158,Marcos Freire,Bolsonaro é a única esperança do Brasil,1,1
1009026819197921_606665549524100,Marcos Freire,Bolsonaro presidente do Brasil,1,1
1009026819197921_1874168019519066,Erick Soares,#SomosTodosBolsonaro,1,1
1009026819197921_1861924820713134,Valfran Gonçalves,OS JOVENS DO BRASIL VOTA BOLSONARO EM 2018,1,1
1009026819197921_226716667732211,Douglas Paes,"1,2,3,4,5000 queremos Bolsonaro presidente do Brasil . 💪😎",1,1
1009026819197921_205728753228685,Matheus Ramos Brito Fontana,A camara e o Brasil!! Bolsonaro,1,1
1009026819197921_805073912966729,Cleber Marino,A senhora Erundina não tem argumentos nem pulso firme pra comandar aquela corja.... #Bolsonaro,4,4
1009026819197921_1720411557984485,Marcelo Dantas,Bolsonaro! Presidente do Brasil,1,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1009026819197921_256346904777645,,,,
