ID Comentario,Mensagem,Classificação,,,,,,,,,,,,
1785324111760883_1785388068421154,"Mas o ministro vai ter que falar o que está fazendo para o presidente aprovar.O Bolso vai entender?É muito ignorante,nunca administrou nada.kk",2,,,,,,,,,,,,
1785324111760883_1912766568975458,"Até parece que o Lula saberia responder sobre o tripé...ia achar que é"" tripéx "".Não curto o homofóbico do Bolsonaro mas esse cara q pergunta se faz tb de entendido",2,,,,,,,,,,,,
1785324111760883_1785378851755409,"O maior adversário do Bolsonazi é ele mesmo, basta ele abrir a boca e pronto, a máscara de mito cai.",2,,,,,,,,,,,,
1785324111760883_1785953325031295,HAHAHAHAHAH. Que repórter pentelho. Deixando o Bolsonaro na merda.,2,,,,,,,,,,,,
1785324111760883_1785954955031132,já viu aqueles vídeos dos vendedores que n sabem dar troco nem somar. vai ser o Bolsonaro montando a equipe econômica,2,,,,,,,,,,,,
1785324111760883_1785497541743540,Vai bolsomions! Continuem seguindo o Boçal mais burro e termina de vez explodindo com o país.,2,,,,,,,,,,,,
1785324111760883_1785391425087485,Bolsonaro é muito assustado!  Fica nervoso o tempo todo.,2,,,,,,,,,,,,
1785324111760883_1785564758403485,Bolso💩 sem argumentos!!! A-M-E-I 😍😂😂😂😂😂,2,,,,,,,,,,,,
1785324111760883_1785548871738407,kkkkk rapaz esse Bolsobosta e comédia mesmo,2,,,,,,,,,,,,
1785324111760883_1785551431738151,BOLSONAREÚ BURRO!!!,2,,,,,,,,,,,,
1785324111760883_1960034380925443,Pede pra sair  bolsonaro  vai passar vergonha,2,,,,,,,,,,,,
1785324111760883_1785946265032001,Mal começou a corrida eleitoral e Bolsonaro já está acabado,2,,,,,,,,,,,,
1785324111760883_1785573825069245,"Bolsonaro, o cara mais estúpido que já conheci...",2,,,,,,,,,,,,
1785324111760883_1785529778406983,Não serve nem pra líder comunitário e quer ser presidente esse inseto. #bolsolixo,2,,,,,,,,,,,,
1785324111760883_130791084306671,Manda esse tal de se bolsonaro comer capim que ele é muito é burro,2,,,,,,,,,,,,
1785324111760883_1785816935044934,"Bolsonaro, não,pelo amor de Deus!",2,,,,,,,,,,,,
1785324111760883_1785703688389592,"Marcelo, o Bolsonaro é uma anta.",2,,,,,,,,,,,,
